Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,Delay_Days
23,5,8,19387.57,16,0,0.84,0.32,3,52.03333333333333,28.456666666666667,23.496666666666666,25.516666666666666,31.80666666666667,26.57,28.706666666666667,16.343333333333334,2.46,2.46,0.0,4.533333333333333,17.233333333333334,38.15,29.433333333333334,3.5396666666666667,8.52648414691188
16,1,1,37878.38,19,1,0.42,0.12,1,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,6.711673092489711
57,3,8,92934.43,17,0,0.35,0.58,4,53.9,27.946666666666665,23.273333333333333,25.183333333333334,32.056666666666665,26.423333333333336,28.69,15.520999999999999,3.066666666666667,3.066666666666667,0.0,5.566666666666666,12.430000000000001,30.836666666666666,36.06666666666667,3.293,13.474964598285153
39,6,7,7119.04,10,2,0.6,0.42,1,39.7,28.83,22.253333333333334,25.67,34.913333333333334,26.383333333333333,30.616666666666667,20.032666666666668,0.5633333333333332,0.5633333333333332,0.0,3.1,7.319999999999999,18.490000000000002,163.93333333333334,3.975333333333333,13.673070659779471
53,5,7,10143.69,28,1,0.89,0.34,0,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,8.03551788414963
42,5,3,17116.31,20,1,0.39,0.79,3,5.566666666666666,29.123333333333335,21.916666666666668,25.313333333333333,32.1,24.029999999999998,27.490000000000002,21.885666666666665,0.15,0.15,0.0,0.7,16.486666666666668,34.14666666666667,42.666666666666664,4.899,12.548590663891261
58,1,1,59926.07,25,1,0.26,0.7,1,4.433333333333334,30.363333333333333,22.87,26.34,34.72666666666667,26.243333333333332,29.9,22.631666666666668,0.060000000000000005,0.060000000000000005,0.0,0.4,10.770000000000001,25.31,61.43333333333333,4.747333333333333,11.371162718270568
39,17,4,15896.75,13,1,0.49,0.79,4,53.06666666666667,29.246666666666666,22.82,25.64,34.93333333333333,26.636666666666667,30.086666666666666,19.803,2.06,2.06,0.0,2.966666666666667,12.696666666666665,30.290000000000003,71.5,3.99,17.691678213567446
14,19,9,96839.56,8,1,0.8,0.5,3,56.06666666666667,28.55666666666667,22.85666666666667,25.453333333333333,34.406666666666666,26.990000000000002,30.283333333333335,17.662333333333333,3.2766666666666664,3.2766666666666664,0.0,6.733333333333333,11.053333333333335,28.49,146.4,3.4739999999999998,15.42185661210294
5,14,5,45224.74,26,1,0.64,0.2,2,39.1,30.076666666666664,23.236666666666668,26.336666666666666,34.57333333333334,26.676666666666666,30.05666666666667,19.670666666666666,0.9966666666666666,0.9966666666666666,0.0,3.7666666666666666,13.75,31.466666666666665,43.3,4.147,8.327995618677953
35,12,1,50650.28,14,1,0.85,0.66,4,6.0,29.163333333333334,22.779999999999998,25.636666666666667,32.87,25.456666666666667,28.433333333333334,21.76066666666667,0.05,0.05,0.0,0.23333333333333334,14.883333333333333,31.34333333333333,45.7,4.713666666666667,14.633101197968157
87,10,5,25419.2,11,2,0.97,0.26,1,59.93333333333333,28.80666666666667,22.923333333333336,25.496666666666666,35.016666666666666,27.523333333333333,30.466666666666665,19.56833333333333,5.35,5.35,0.0,7.166666666666667,9.033333333333333,22.42666666666667,32.53333333333333,3.852333333333333,22.12668705514754
75,18,8,47625.06,9,1,0.83,0.45,3,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,10.650964701748238
18,11,8,66529.45,18,1,0.68,0.15,4,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,11.768487549912585
76,2,5,75366.54,23,2,0.59,0.76,3,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,15.801220273801007
9,18,9,75632.94,18,1,0.23,0.2,3,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,7.509479863899887
74,7,1,58211.22,5,1,0.99,0.82,3,10.066666666666666,27.833333333333332,21.18,24.46333333333333,30.046666666666667,23.053333333333335,26.186666666666667,20.332,0.07,0.07,0.0,0.43333333333333335,16.89666666666667,32.77,63.833333333333336,4.553333333333333,11.967870533623895
58,15,4,90531.62,19,1,0.51,0.79,1,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,10.193812118461217
17,11,3,81923.38,23,0,0.32,0.47,4,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,5.40606310727137
7,18,2,75947.76,26,0,0.73,0.7,0,39.1,30.076666666666664,23.236666666666668,26.336666666666666,34.57333333333334,26.676666666666666,30.05666666666667,19.670666666666666,0.9966666666666666,0.9966666666666666,0.0,3.7666666666666666,13.75,31.466666666666665,43.3,4.147,10.420960902117658
46,12,8,6504.95,5,1,0.43,0.6,0,10.066666666666666,27.833333333333332,21.18,24.46333333333333,30.046666666666667,23.053333333333335,26.186666666666667,20.332,0.07,0.07,0.0,0.43333333333333335,16.89666666666667,32.77,63.833333333333336,4.553333333333333,13.354655968412924
13,6,7,1680.92,7,2,0.67,0.74,1,51.733333333333334,27.433333333333334,22.92,24.993333333333332,31.34,25.946666666666665,28.846666666666668,12.513,5.489999999999999,5.489999999999999,0.0,6.7,13.476666666666667,25.9,78.1,2.6566666666666667,27.35039106064624
40,13,9,22032.28,0,2,0.67,0.45,1,9.933333333333334,28.84,22.483333333333334,25.506666666666668,32.15,24.89333333333333,28.2,19.875,0.05,0.05,0.0,0.26666666666666666,15.586666666666666,33.75,44.266666666666666,4.4093333333333335,12.171349206786704
42,16,2,66688.84,21,2,0.56,0.73,3,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,17.024108371775235
9,18,4,41708.55,16,2,0.87,0.47,4,52.03333333333333,28.456666666666667,23.496666666666666,25.516666666666666,31.80666666666667,26.57,28.706666666666667,16.343333333333334,2.46,2.46,0.0,4.533333333333333,17.233333333333334,38.15,29.433333333333334,3.5396666666666667,14.24329703648817
50,10,6,40838.22,16,2,0.41,0.85,4,52.03333333333333,28.456666666666667,23.496666666666666,25.516666666666666,31.80666666666667,26.57,28.706666666666667,16.343333333333334,2.46,2.46,0.0,4.533333333333333,17.233333333333334,38.15,29.433333333333334,3.5396666666666667,22.473421837162846
27,8,3,88574.1,23,1,0.56,0.49,2,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,10.829631124163784
66,18,8,89660.72,14,1,0.63,0.47,2,6.0,29.163333333333334,22.779999999999998,25.636666666666667,32.87,25.456666666666667,28.433333333333334,21.76066666666667,0.05,0.05,0.0,0.23333333333333334,14.883333333333333,31.34333333333333,45.7,4.713666666666667,7.022120631330238
5,1,3,91008.35,6,1,0.73,0.73,0,23.533333333333335,28.206666666666667,21.740000000000002,25.15666666666667,31.94333333333333,24.066666666666666,27.883333333333333,18.336000000000002,1.1700000000000002,1.1700000000000002,0.0,1.3333333333333333,14.1,27.986666666666668,92.8,4.055000000000001,16.315631064810393
29,8,2,32073.93,18,0,0.83,0.76,2,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,14.29441127790829
37,6,3,69414.53,21,2,0.52,0.54,2,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,12.877068129148798
38,5,6,27891.68,24,0,0.72,0.24,0,9.066666666666666,29.613333333333333,22.453333333333333,25.956666666666667,33.31666666666667,25.69333333333333,29.25,20.462333333333333,0.05,0.05,0.0,0.36666666666666664,11.733333333333333,27.533333333333335,38.833333333333336,4.350666666666667,3.929172799159427
83,15,2,19870.37,22,0,0.32,0.47,0,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,9.059372620039927
8,15,8,19278.61,27,1,0.95,0.87,2,31.433333333333334,30.266666666666666,23.636666666666667,26.673333333333336,33.86,26.21333333333333,29.623333333333335,20.294,0.25666666666666665,0.25666666666666665,0.0,1.5666666666666667,17.416666666666668,36.85,46.166666666666664,4.651333333333333,14.726132715921075
65,2,1,34868.65,2,2,0.51,0.7,4,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,17.65899754611717
86,1,7,43565.8,29,2,0.78,0.75,2,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,68.90429198402296
17,11,2,83263.97,29,0,0.22,0.13,3,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,53.87856677913615
71,10,6,12869.22,28,0,0.36,0.47,3,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,7.958837058149701
89,18,2,73757.66,21,2,0.59,0.62,3,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,13.175874261136698
45,18,2,53614.04,10,1,0.9,0.76,1,39.7,28.83,22.253333333333334,25.67,34.913333333333334,26.383333333333333,30.616666666666667,20.032666666666668,0.5633333333333332,0.5633333333333332,0.0,3.1,7.319999999999999,18.490000000000002,163.93333333333334,3.975333333333333,13.854016022495756
4,17,8,29506.59,19,2,0.62,0.14,3,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,7.983513829852324
36,8,2,49789.14,29,1,0.94,0.78,4,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,67.17180307195292
70,15,7,30694.26,28,2,0.59,0.54,1,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,15.053826491263758
31,8,3,60012.11,18,0,0.59,0.26,1,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,9.342976583053517
19,17,8,43950.55,8,1,0.3,0.35,3,56.06666666666667,28.55666666666667,22.85666666666667,25.453333333333333,34.406666666666666,26.990000000000002,30.283333333333335,17.662333333333333,3.2766666666666664,3.2766666666666664,0.0,6.733333333333333,11.053333333333335,28.49,146.4,3.4739999999999998,13.488308735051211
61,12,7,17276.15,9,2,0.84,0.33,2,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,12.795187597059943
54,8,8,12541.72,1,1,0.4,0.52,0,28.0,28.723333333333336,23.116666666666667,25.486666666666668,32.17,25.87,28.69,17.647333333333332,0.36333333333333334,0.36333333333333334,0.0,1.9333333333333333,15.229999999999999,31.986666666666668,63.63333333333333,3.8056666666666668,8.998521092993206
39,14,7,55122.87,0,1,0.92,0.14,2,9.933333333333334,28.84,22.483333333333334,25.506666666666668,32.15,24.89333333333333,28.2,19.875,0.05,0.05,0.0,0.26666666666666666,15.586666666666666,33.75,44.266666666666666,4.4093333333333335,4.6135601098858325
74,4,6,90338.89,29,1,0.93,0.23,2,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,60.41928407290061
19,1,7,35051.81,15,2,0.95,0.75,1,52.266666666666666,29.14,23.133333333333333,25.6,33.346666666666664,25.706666666666667,29.06,18.88133333333333,2.17,2.17,0.0,5.066666666666666,15.993333333333334,36.37,36.6,3.9153333333333338,21.475482924968027
39,1,5,73567.01,17,0,0.62,0.21,1,53.9,27.946666666666665,23.273333333333333,25.183333333333334,32.056666666666665,26.423333333333336,28.69,15.520999999999999,3.066666666666667,3.066666666666667,0.0,5.566666666666666,12.430000000000001,30.836666666666666,36.06666666666667,3.293,7.270085347066896
67,19,7,66207.47,22,0,0.74,0.29,1,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,4.797742213491823
45,16,1,93223.94,25,1,0.82,0.46,4,4.433333333333334,30.363333333333333,22.87,26.34,34.72666666666667,26.243333333333332,29.9,22.631666666666668,0.060000000000000005,0.060000000000000005,0.0,0.4,10.770000000000001,25.31,61.43333333333333,4.747333333333333,11.173456788207428
13,14,1,82277.12,16,0,0.3,0.51,4,52.03333333333333,28.456666666666667,23.496666666666666,25.516666666666666,31.80666666666667,26.57,28.706666666666667,16.343333333333334,2.46,2.46,0.0,4.533333333333333,17.233333333333334,38.15,29.433333333333334,3.5396666666666667,11.660152354835551
58,16,9,57093.92,5,2,0.68,0.71,0,10.066666666666666,27.833333333333332,21.18,24.46333333333333,30.046666666666667,23.053333333333335,26.186666666666667,20.332,0.07,0.07,0.0,0.43333333333333335,16.89666666666667,32.77,63.833333333333336,4.553333333333333,18.475193718837097
20,5,5,66046.02,13,1,0.23,0.46,1,53.06666666666667,29.246666666666666,22.82,25.64,34.93333333333333,26.636666666666667,30.086666666666666,19.803,2.06,2.06,0.0,2.966666666666667,12.696666666666665,30.290000000000003,71.5,3.99,11.979316201344641
72,9,5,89940.26,22,1,0.6,0.73,3,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,10.406351278366207
61,2,3,40552.36,24,1,0.32,0.59,1,9.066666666666666,29.613333333333333,22.453333333333333,25.956666666666667,33.31666666666667,25.69333333333333,29.25,20.462333333333333,0.05,0.05,0.0,0.36666666666666664,11.733333333333333,27.533333333333335,38.833333333333336,4.350666666666667,8.011919626643582
39,18,5,33352.68,14,0,0.35,0.19,4,6.0,29.163333333333334,22.779999999999998,25.636666666666667,32.87,25.456666666666667,28.433333333333334,21.76066666666667,0.05,0.05,0.0,0.23333333333333334,14.883333333333333,31.34333333333333,45.7,4.713666666666667,4.624066467233774
1,6,3,2070.3,13,2,0.49,0.23,1,53.06666666666667,29.246666666666666,22.82,25.64,34.93333333333333,26.636666666666667,30.086666666666666,19.803,2.06,2.06,0.0,2.966666666666667,12.696666666666665,30.290000000000003,71.5,3.99,14.861548484531088
3,9,9,82828.56,23,2,0.55,0.45,4,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,12.609956326967652
77,1,9,80297.09,21,1,0.7,0.42,1,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,8.97995293947973
62,9,6,11341.0,2,2,0.26,0.69,3,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,15.4784330957191
63,16,1,58108.88,23,1,0.6,0.56,0,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,14.181961302758573
25,13,7,46934.19,22,1,0.35,0.41,3,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,8.627165106296175
56,9,7,12752.2,18,2,0.66,0.24,4,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,14.710758858574007
33,13,4,98076.25,24,1,0.71,0.28,2,9.066666666666666,29.613333333333333,22.453333333333333,25.956666666666667,33.31666666666667,25.69333333333333,29.25,20.462333333333333,0.05,0.05,0.0,0.36666666666666664,11.733333333333333,27.533333333333335,38.833333333333336,4.350666666666667,8.048649935848038
38,9,8,22254.89,11,0,0.65,0.56,3,59.93333333333333,28.80666666666667,22.923333333333336,25.496666666666666,35.016666666666666,27.523333333333333,30.466666666666665,19.56833333333333,5.35,5.35,0.0,7.166666666666667,9.033333333333333,22.42666666666667,32.53333333333333,3.852333333333333,18.141513847605072
6,11,6,7656.18,1,1,0.79,0.44,1,28.0,28.723333333333336,23.116666666666667,25.486666666666668,32.17,25.87,28.69,17.647333333333332,0.36333333333333334,0.36333333333333334,0.0,1.9333333333333333,15.229999999999999,31.986666666666668,63.63333333333333,3.8056666666666668,9.842492703085364
58,4,4,59889.89,2,2,0.47,0.51,0,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,13.8209549834987
44,2,4,74147.8,17,1,0.81,0.24,1,53.9,27.946666666666665,23.273333333333333,25.183333333333334,32.056666666666665,26.423333333333336,28.69,15.520999999999999,3.066666666666667,3.066666666666667,0.0,5.566666666666666,12.430000000000001,30.836666666666666,36.06666666666667,3.293,13.220535869037326
45,6,2,4211.9,28,2,0.55,0.63,1,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,18.456370078045886
32,14,2,66213.05,0,1,0.59,0.78,3,9.933333333333334,28.84,22.483333333333334,25.506666666666668,32.15,24.89333333333333,28.2,19.875,0.05,0.05,0.0,0.26666666666666666,15.586666666666666,33.75,44.266666666666666,4.4093333333333335,14.978130069232465
45,4,4,53696.9,19,1,0.72,0.31,0,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,9.629779939959096
61,6,5,11223.24,20,0,0.21,0.49,2,5.566666666666666,29.123333333333335,21.916666666666668,25.313333333333333,32.1,24.029999999999998,27.490000000000002,21.885666666666665,0.15,0.15,0.0,0.7,16.486666666666668,34.14666666666667,42.666666666666664,4.899,5.4131764853532225
47,19,8,18079.86,28,1,0.72,0.88,1,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,13.648926102945461
21,6,6,57229.46,5,0,0.69,0.37,0,10.066666666666666,27.833333333333332,21.18,24.46333333333333,30.046666666666667,23.053333333333335,26.186666666666667,20.332,0.07,0.07,0.0,0.43333333333333335,16.89666666666667,32.77,63.833333333333336,4.553333333333333,4.391319619850527
80,2,4,30339.4,4,0,0.45,0.58,2,6.366666666666666,27.506666666666668,21.0,24.19,30.02,22.923333333333336,26.07,22.589666666666666,0.07666666666666666,0.07666666666666666,0.0,0.4666666666666667,15.903333333333332,32.46666666666667,145.63333333333333,4.755333333333334,7.196920701766374
85,18,7,93893.26,0,1,0.27,0.17,1,9.933333333333334,28.84,22.483333333333334,25.506666666666668,32.15,24.89333333333333,28.2,19.875,0.05,0.05,0.0,0.26666666666666666,15.586666666666666,33.75,44.266666666666666,4.4093333333333335,7.281287277706424
75,13,8,82055.28,18,1,0.27,0.58,0,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,12.587969722094439
36,9,2,98373.15,0,2,0.94,0.17,3,9.933333333333334,28.84,22.483333333333334,25.506666666666668,32.15,24.89333333333333,28.2,19.875,0.05,0.05,0.0,0.26666666666666666,15.586666666666666,33.75,44.266666666666666,4.4093333333333335,11.434325479190921
19,19,7,26707.41,26,0,0.75,0.87,1,39.1,30.076666666666664,23.236666666666668,26.336666666666666,34.57333333333334,26.676666666666666,30.05666666666667,19.670666666666666,0.9966666666666666,0.9966666666666666,0.0,3.7666666666666666,13.75,31.466666666666665,43.3,4.147,12.19632148546485
20,13,2,97002.64,20,0,0.3,0.67,1,5.566666666666666,29.123333333333335,21.916666666666668,25.313333333333333,32.1,24.029999999999998,27.490000000000002,21.885666666666665,0.15,0.15,0.0,0.7,16.486666666666668,34.14666666666667,42.666666666666664,4.899,7.699678395078871
57,11,2,43692.15,20,2,0.49,0.73,0,5.566666666666666,29.123333333333335,21.916666666666668,25.313333333333333,32.1,24.029999999999998,27.490000000000002,21.885666666666665,0.15,0.15,0.0,0.7,16.486666666666668,34.14666666666667,42.666666666666664,4.899,14.541843437109748
18,1,8,35404.36,15,2,0.67,0.66,1,52.266666666666666,29.14,23.133333333333333,25.6,33.346666666666664,25.706666666666667,29.06,18.88133333333333,2.17,2.17,0.0,5.066666666666666,15.993333333333334,36.37,36.6,3.9153333333333338,16.777714992201343
47,7,2,5984.6,11,1,0.87,0.57,2,59.93333333333333,28.80666666666667,22.923333333333336,25.496666666666666,35.016666666666666,27.523333333333333,30.466666666666665,19.56833333333333,5.35,5.35,0.0,7.166666666666667,9.033333333333333,22.42666666666667,32.53333333333333,3.852333333333333,22.274755875942873
49,15,9,6223.76,26,0,0.23,0.46,1,39.1,30.076666666666664,23.236666666666668,26.336666666666666,34.57333333333334,26.676666666666666,30.05666666666667,19.670666666666666,0.9966666666666666,0.9966666666666666,0.0,3.7666666666666666,13.75,31.466666666666665,43.3,4.147,7.62331028411594
14,1,1,69509.11,28,0,0.39,0.79,4,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,8.618391983721754
15,12,9,46334.97,21,1,0.91,0.87,2,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,12.017381841904575
31,7,1,23425.64,7,1,0.21,0.5,0,51.733333333333334,27.433333333333334,22.92,24.993333333333332,31.34,25.946666666666665,28.846666666666668,12.513,5.489999999999999,5.489999999999999,0.0,6.7,13.476666666666667,25.9,78.1,2.6566666666666667,19.976322951064805
1,15,2,61783.06,25,1,0.36,0.85,2,4.433333333333334,30.363333333333333,22.87,26.34,34.72666666666667,26.243333333333332,29.9,22.631666666666668,0.060000000000000005,0.060000000000000005,0.0,0.4,10.770000000000001,25.31,61.43333333333333,4.747333333333333,16.32353228793409
54,19,6,26032.95,15,1,0.97,0.57,4,52.266666666666666,29.14,23.133333333333333,25.6,33.346666666666664,25.706666666666667,29.06,18.88133333333333,2.17,2.17,0.0,5.066666666666666,15.993333333333334,36.37,36.6,3.9153333333333338,14.290612972954593
3,1,6,58185.54,27,0,0.69,0.53,4,31.433333333333334,30.266666666666666,23.636666666666667,26.673333333333336,33.86,26.21333333333333,29.623333333333335,20.294,0.25666666666666665,0.25666666666666665,0.0,1.5666666666666667,17.416666666666668,36.85,46.166666666666664,4.651333333333333,4.6186189036561744
16,17,1,36561.67,0,1,0.41,0.46,1,9.933333333333334,28.84,22.483333333333334,25.506666666666668,32.15,24.89333333333333,28.2,19.875,0.05,0.05,0.0,0.26666666666666666,15.586666666666666,33.75,44.266666666666666,4.4093333333333335,8.751385403871085
87,17,7,82531.67,3,1,0.25,0.27,1,16.133333333333333,27.81,21.666666666666668,24.716666666666665,30.85,23.65666666666667,27.313333333333333,16.785666666666668,0.45666666666666667,0.45666666666666667,0.0,1.2666666666666666,14.893333333333334,32.52333333333333,167.1,3.701333333333333,7.244247978711828
57,3,8,82248.92,9,1,0.22,0.1,3,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,2.8946700355876427
